id,word,freq
1427,thread,352
1451,heavi,11
2530,media,251
3839,audio,180
5701,hundr,9
5702,spawn,11
597,implement,896
1358,inlin,275
5627,lir_cmovd,3
5703,unboxdoubl,1
5704,unboxint,1
276,instead,553
365,variabl,367
1066,temporari,41
1678,xslt,36
5705,nsatomstr,2
59,gener,423
555,string,539
1611,linux,547
1626,userag,9
1830,kill,111
5706,altogeth,2
5707,distro,6
5708,identif,2
5709,vendor,6
5710,vendorsub,1
47,plugin,831
427,contain,491
445,screen,322
456,exist,265
592,switch,402
611,tab,842
977,scroll,616
1134,persist,83
1996,flash,419
4051,artifact,34
4729,plug,39
49,time,749
78,document,871
135,insert,152
381,execut,232
640,script,656
698,start,444
712,load,1006
949,owner,28
1218,parser,178
3499,loader,16
5711,scipt,1
8,control,319
349,enabl,840
860,stop,306
998,event,997
3036,subsequ,21
3837,demo,94
5712,radcontrol,2
5713,telerik,3
126,incorrect,450
445,screen,322
1053,transit,99
1059,stack,286
1520,posit,459
2492,task,22
2947,minim,87
1452,layout,453
1566,intermitt,820
2683,reftest,424
3913,wordwrap,6
5714,dwrite,13
121,reset,111
140,valu,858
204,differ,302
210,default,684
219,attribut,560
426,checkbox,85
437,element,1002
1259,onclick,12
1364,happen,73
47,plugin,831
352,size,486
366,shown,170
445,screen,322
967,blue,43
977,scroll,616
2117,area,167
2254,toolbar,755
2339,white,129
3395,rectangl,26
301,wrong,775
1566,intermitt,820
5140,suspend,15
5141,test_suspend,4
5715,resum,16
5716,tbplbot,1
82,output,187
172,access,800
53,perform,209
5717,fish,1
5718,fishi,1
91,display,1017
253,appli,165
408,block,403
437,element,1002
1107,letter,170
3203,legend,29
571,free,163
1798,const,329
2168,nstarray,58
2343,jscontext,81
2737,indexof,22
3480,unsign,393
5719,layermanagerd,6
5720,thebeslayerd,5
6,charact,416
329,word,188
664,space,332
676,bold,47
1360,chines,23
1637,weight,21
1693,increas,112
1700,beta,169
2655,appl,45
5721,ligoth,2
5722,synthet,12
1843,except,393
5618,isobject,20
5723,getfunct,2
5724,hasfunct,3
5725,have_cal,2
5726,isheavyweight,2
288,caus,1029
1566,intermitt,820
2408,timeout,161
5727,test_hov,3
36,set,531
112,post,85
298,messag,1189
460,properti,691
998,event,997
2147,handler,184
5728,onmessag,4
5729,postmessag,10
140,valu,858
859,interpret,55
1719,opac,68
1871,canva,289
2396,getter,122
5730,mishandl,6
5731,smaller,23
5732,strokestyl,3
336,link,762
1710,cairo,246
2583,surfac,84
5733,qt_draw_glyph,1
269,leak,750
288,caus,1029
422,memori,538
755,write,219
1946,live,146
1998,listen,131
2477,minut,32
2800,stream,102
3839,audio,180
25,list,758
165,problem,288
219,attribut,560
789,signatur,40
1185,face,79
2339,white,129
224,line,755
288,caus,1029
1409,unsaf,57
1771,chrome,584
3078,caller,60
3675,mochitest,522
664,space,332
863,true,216
942,press,157
977,scroll,616
2604,keyboard,287
3095,contentedit,145
1608,driver,87
4647,webgl,319
4653,nvidia,24
4801,webglcontext,31
5527,glcontext,40
5734,gl_xxx,2
5735,glreadpixel,4
5736,validateprogram,2
114,flag,210
584,compil,595
592,switch,402
1382,optim,189
1611,linux,547
2616,smarter,9
59,gener,423
349,enabl,840
2490,desktop,127
5650,omnijar,19
263,filter,309
968,draw,173
1677,transform,193
1942,scale,112
4573,mobil,86
5192,interpol,16
5737,nearest,8
5738,neighbor,4
284,align,165
305,convers,156
3531,flip,23
4126,textur,72
4647,webgl,319
5739,unpack,8
1315,arrow,166
1950,extend,83
1984,seamonkey,183
2669,nightli,208
3291,stix,10
5740,bork,4
5499,toobject,17
5741,callxmlnam,1
18,option,541
349,enabl,840
580,configur,228
993,trunk,308
1843,except,393
5742,rtti,4
734,remain,84
1005,widget,256
1467,popup,268
1823,dialog,641
2303,child,171
269,leak,750
669,want,34
998,event,997
1080,debug,329
1815,mutat,76
1921,suit,87
1984,seamonkey,183
1995,safe,123
2052,land,241
3726,macosx,39
388,move,271
437,element,1002
922,imag,1017
1169,background,479
1520,posit,459
1758,pixel,91
1770,anim,353
2436,pictur,23
3847,distort,21
5541,smear,5
140,valu,858
437,element,1002
496,clear,358
849,class,240
952,imposs,21
1107,letter,170
1279,pseudo,53
1891,float,258
528,entri,322
595,cach,470
926,frame,581
1382,optim,189
1861,caret,153
1862,movement,6
2425,cursor,146
2568,offset,139
3815,forum,11
3816,mozillazin,6
5743,lag,4
381,execut,232
715,regexp,97
5744,android,260
180,appear,438
349,enabl,840
675,black,171
195,browser,1092
353,width,268
1609,reload,208
1693,increas,112
2476,grow,37
5745,wider,12
91,display,1017
181,call,678
341,input,469
437,element,1002
836,invok,66
896,click,809
2461,onchang,16
345,initi,375
382,path,232
640,script,656
1324,fast,86
1463,immedi,72
4317,scopechain,11
4698,jsstackfram,21
17,object,935
78,document,871
172,access,800
319,determin,69
497,provid,202
2754,quickli,29
3324,descend,15
290,profil,295
633,graphic,78
675,black,171
687,manag,371
1228,intel,53
3889,mainli,38
5746,card,52
78,document,871
89,releas,329
204,differ,302
797,activ,302
869,track,93
1054,get,278
1055,sync,132
1702,mous,309
2688,hover,203
68,instal,642
241,broken,1014
1115,polici,68
1431,noscript,49
1679,adblock,51
2003,greasemonkey,17
2016,plu,63
2086,java,158
2422,applet,71
210,default,684
484,turn,158
869,track,93
1227,hardwar,74
2724,layer,306
3106,acceler,138
5118,opengl,66
5400,subset,11
16,null,592
351,select,989
1344,rang,151
2032,pointer,218
3976,detach,57
4311,nsirang,5
4312,removerang,2
352,size,486
860,stop,306
922,imag,1017
1090,origin,119
1169,background,479
1520,posit,459
1677,transform,193
2238,gradient,97
3930,calc,15
23,format,149
237,miss,655
587,make,192
892,look,221
1771,chrome,584
2581,video,549
3644,experi,15
5747,downtown,3
5748,wilder,3
25,list,758
73,multipl,356
153,disabl,765
219,attribut,560
351,select,989
352,size,486
3231,grey,51
153,disabl,765
285,label,256
336,link,762
437,element,1002
955,disappear,212
1259,onclick,12
1715,bind,208
1452,layout,453
1611,linux,547
2445,debugg,205
2892,libxul,90
712,load,1006
922,imag,1017
1169,background,479
1442,regular,42
1770,anim,353
3599,apng,25
245,custom,254
310,prevent,134
523,right,461
1702,mous,309
1706,context,462
1996,flash,419
2254,toolbar,755
2581,video,549
3060,youtub,72
3073,paus,68
5749,klick,2
689,anymor,157
1770,anim,353
5750,persona,48
5751,personna,1
3,search,1187
184,field,495
340,enter,220
2163,googl,216
2370,nsicont,61
5752,narrat,2
5753,nativerol,3
204,differ,302
469,refer,224
751,render,559
1005,widget,256
1223,toolkit,114
1566,intermitt,820
2532,unexpect,377
2683,reftest,424
14,creat,714
73,multipl,356
78,document,871
189,drop,493
591,give,96
663,regress,687
5754,nsdomfil,2
77,current,203
926,frame,581
968,draw,173
2097,quicktim,36
2581,video,549
2688,hover,203
5755,redraw,28
301,wrong,775
564,expect,308
565,number,264
811,short,103
998,event,997
1566,intermitt,820
3676,test_bug,314
219,attribut,560
437,element,1002
597,implement,896
5756,htmlfieldset,1
2532,unexpect,377
3675,mochitest,522
4161,geoloc,85
5757,okay,2
56,slow,315
352,size,486
775,startup,322
1671,overflow,415
2033,alloc,207
201,warn,954
288,caus,1029
355,core,49
640,script,656
2270,unrespons,40
5758,jaegermonkey,9
5759,mootool,2
151,http,448
208,treat,61
471,respons,106
493,request,220
635,bodi,147
1609,reload,208
3036,subsequ,21
5760,gzip,4
49,time,749
78,document,871
1566,intermitt,820
3675,mochitest,522
3676,test_bug,314
136,long,233
140,valu,858
1749,willdeadlock,3
2343,jscontext,81
3480,unsign,393
3510,benchmark,37
3895,jsobject,115
4983,peacekeep,13
5242,getprop,7
5761,mjit,40
5762,vmframe,2
32,featur,117
36,set,531
597,implement,896
746,font,662
1375,experiment,7
3290,opentyp,12
1938,rollup,7
5763,tld,4
1611,linux,547
4226,bust,40
5764,jsctype,4
15,javascript,468
241,broken,1014
336,link,762
452,merg,93
1267,navig,274
5334,router,5
240,print,621
700,design,34
1698,preview,338
2351,nsstylecontext,18
5765,getflowarea,2
5766,nsfloatmanag,2
5767,paradiso,10
5768,videostandard,2
5,spell,113
248,check,780
386,automat,87
1143,function,794
3,search,1187
89,releas,329
125,help,167
465,report,485
1024,mozilla,846
2351,nsstylecontext,18
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5769,fnt_flippt,2
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5770,fnt_gc,2
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5771,fnt_alignrp,2
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5772,fnt_deltaengin,2
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5773,atsui,10
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5773,atsui,10
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5773,atsui,10
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5773,atsui,10
5774,filterfeatur,2
5775,gcommon,7
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5773,atsui,10
5775,gcommon,7
5776,getlookup,3
718,lead,163
746,font,662
932,malform,58
2655,appl,45
5773,atsui,10
5775,gcommon,7
5777,applylookupat,2
131,site,406
326,panel,352
401,improv,192
413,convert,149
1823,dialog,641
2676,onunload,16
2988,modal,58
3752,suppli,10
5778,beforeunload,5
3383,firebug,85
3569,venkman,11
5779,jsd_lock,2
49,time,749
59,gener,423
81,info,205
147,compon,274
4638,fastload,18
5650,omnijar,19
5780,startupcach,19
77,current,203
78,document,871
89,releas,329
204,differ,302
405,sent,118
869,track,93
998,event,997
1054,get,278
1055,sync,132
1515,exit,202
1702,mous,309
1944,level,146
2688,hover,203
3615,investig,132
5781,notifymouseout,1
62,tabl,678
597,implement,896
1023,weak,34
2164,map,110
5782,ephemeron,2
5783,harmoni,15
349,enabl,840
4507,fennec,104
5480,yarr,27
5744,android,260
5784,jsstr,8
5785,replacecallback,2
91,display,1017
114,flag,210
653,trigger,246
842,infinit,67
843,recurs,146
1349,loop,182
1770,anim,353
2123,regist,105
2614,dirti,29
3690,sampl,52
4087,smil,122
4252,resampl,8
5786,ininfinit,1
5787,mrunningsampl,4
5788,unregist,12
58,bugzilla,500
184,field,495
232,edit,307
343,comment,212
1272,prev,14
9,detect,176
683,fals,194
2751,guard,36
4440,constantli,17
85,version,391
272,requir,231
1710,cairo,246
2042,ifdef,71
16,null,592
203,descript,102
465,report,485
633,graphic,78
1164,unknown,82
1228,intel,53
4149,devic,140
4653,nvidia,24
5684,gfxinfo,26
5709,vendor,6
5746,card,52
5789,adapt,26
154,email,202
157,send,201
466,ignor,243
789,signatur,40
863,true,216
1054,get,278
1597,past,195
1900,compos,133
224,line,755
391,go,76
741,newlin,51
1234,textarea,158
1520,posit,459
1611,linux,547
1681,ctrl,297
1861,caret,153
119,twice,129
181,call,678
198,result,498
297,avail,133
595,cach,470
1127,init,139
2682,disk,67
10,fix,295
63,type,981
381,execut,232
430,abus,13
626,potenti,85
926,frame,581
1771,chrome,584
1947,arbitrari,69
3615,investig,132
47,plugin,831
78,document,871
106,allow,498
153,disabl,765
345,initi,375
352,size,486
751,render,559
922,imag,1017
964,ifram,281
2115,foreignobject,42
2418,zero,156
3324,descend,15
181,call,678
422,memori,538
5524,indexeddb,114
5790,moz_indexeddb,2
408,block,403
409,download,448
595,cach,470
1205,individu,14
5454,prealloc,4
163,break,454
572,abort,214
1212,queue,39
1338,occur,63
1373,flush,58
4782,ipdl,60
5791,phase_unqueu,2
109,use,326
620,char,226
1427,thread,352
1798,const,329
1812,xpconnect,65
2048,void,82
2343,jscontext,81
2951,main,162
2994,nsisupport,51
3480,unsign,393
3895,jsobject,115
4067,nsiuri,31
4890,nsiclassinfo,3
32,featur,117
195,browser,1092
272,requir,231
349,enabl,840
633,graphic,78
933,strict,120
3837,demo,94
4647,webgl,319
677,color,275
1316,drawn,80
1751,fade,12
3276,ellipsi,34
4530,edg,62
5792,ellips,9
5793,noshad,2
4663,getclass,20
5794,aassert,1
5795,innerobject,3
5796,iswrapp,3
1761,enumer,89
140,valu,858
210,default,684
215,integ,186
219,attribut,560
301,wrong,775
698,start,444
1254,reflect,74
49,time,749
201,warn,954
224,line,755
288,caus,1029
1984,seamonkey,183
3675,mochitest,522
3676,test_bug,314
199,server,185
349,enabl,840
465,report,485
688,packag,194
698,start,444
931,lack,56
1379,symbol,126
5198,crashreport,15
195,browser,1092
427,contain,491
1608,driver,87
1811,freez,97
2042,ifdef,71
3643,fragment,53
4125,shader,35
4647,webgl,319
5797,angl,84
484,turn,158
663,regress,687
1870,composit,74
2724,layer,306
3106,acceler,138
5798,sept,5
8,control,319
65,form,289
348,blank,216
403,insid,278
426,checkbox,85
570,clip,107
732,hidden,213
968,draw,173
1144,nativ,247
1432,border,342
1616,radiu,70
1671,overflow,415
2118,theme,312
2256,ancestor,20
2589,region,55
2684,round,64
3395,rectangl,26
5799,radiobutton,4
216,paramet,213
5800,anotifi,4
5801,clearform,2
5802,parametr,1
91,display,1017
125,help,167
349,enabl,840
675,black,171
2688,hover,203
4653,nvidia,24
49,time,749
78,document,871
825,onload,61
1321,wait,97
1566,intermitt,820
2214,fire,152
2408,timeout,161
2532,unexpect,377
2683,reftest,424
4179,crashtest,117
23,format,149
1113,plain,131
1363,abil,48
1597,past,195
5789,adapt,26
336,link,762
349,enabl,840
4377,dtrace,19
15,javascript,468
131,site,406
148,data,557
508,process,393
543,read,294
698,start,444
745,especi,18
746,font,662
751,render,559
775,startup,322
1073,probabl,71
1280,notic,23
1761,enumer,89
1910,meta,90
5714,dwrite,13
5803,cold,6
5804,intens,7
166,place,566
172,access,800
422,memori,538
543,read,294
1264,directli,76
1591,catch,42
5805,mmape,1
5806,nszipcursor,2
5807,nszipread,1
172,access,800
330,longer,398
3653,vector,26
5808,endtransact,1
1723,paint,210
3071,flicker,66
3837,demo,94
5809,aquarium,8
5810,madli,1
5811,moz_acceler,4
65,form,289
109,use,326
188,valid,191
298,messag,1189
647,poor,23
5365,grammar,4
129,password,166
151,http,448
380,directori,201
409,download,448
644,protect,63
381,execut,232
994,vulner,105
1889,remot,165
345,initi,375
1024,mozilla,846
1127,init,139
5812,glcontextglx,1
140,valu,858
184,field,495
188,valid,191
1053,transit,99
1294,hang,404
1887,placehold,55
2049,blur,34
3124,textfield,19
78,document,871
91,display,1017
625,import,252
755,write,219
941,newli,22
1452,layout,453
1884,node,331
5813,windod,1
24,invalid,526
195,browser,1092
272,requir,231
315,run,302
1230,issu,219
1831,rebuild,33
4638,fastload,18
5780,startupcach,19
24,invalid,526
63,type,981
219,attribut,560
301,wrong,775
4910,valuefromstr,7
33,assign,141
56,slow,315
354,array,356
562,inherit,115
654,length,221
2753,constructor,105
2771,prototyp,199
3398,signific,14
5814,semant,15
1164,unknown,82
2769,nsobjectfram,32
4215,nsprescontext,20
4439,addon,96
584,compil,595
5761,mjit,40
5815,regstat,2
63,type,981
65,form,289
184,field,495
188,valid,191
219,attribut,560
253,appli,165
341,input,469
431,badli,35
935,maxlength,16
1369,interact,67
5816,sholud,1
47,plugin,831
228,return,673
683,fals,194
5817,becuas,1
5818,mrun,3
633,graphic,78
1228,intel,53
1700,beta,169
4573,mobil,86
5746,card,52
5819,deviceid,2
103,sens,14
301,wrong,775
523,right,461
1315,arrow,166
1391,strip,68
149,delet,631
227,close,934
264,global,288
315,run,302
462,die,27
497,provid,202
544,applic,318
891,librari,225
959,forget,27
1515,exit,202
1706,context,462
2006,glue,21
3737,everytim,8
4647,webgl,319
5118,opengl,66
5820,clockhandl,1
5821,glcontextwgl,1
49,time,749
148,data,557
181,call,678
806,avoid,198
2192,nssvgglyphfram,8
5822,expens,10
5823,getcharact,1
375,relat,190
427,contain,491
1533,built,80
2892,libxul,90
3909,assembl,47
5824,fpic,2
5825,libvpx,17
5826,reloc,26
47,plugin,831
189,drop,493
340,enter,220
445,screen,322
1285,subclass,13
1515,exit,202
1996,flash,419
4695,oopp,204
1229,clean,184
1973,construct,53
5638,compart,219
5827,deconstruct,1
91,display,1017
177,rel,79
408,block,403
1168,affect,68
1358,inlin,275
1520,posit,459
2303,child,171
3288,baselin,12
151,http,448
1124,refresh,136
1609,reload,208
1910,meta,90
2010,innerhtml,69
5828,snappl,2
101,local,373
126,incorrect,450
183,alias,37
365,variabl,367
444,name,270
560,argument,301
645,case,271
1143,function,794
1449,shadow,148
2521,jsemit,29
172,access,800
1049,tree,401
1088,notifi,80
1452,layout,453
1916,earli,45
2184,rework,19
85,version,391
272,requir,231
855,central,188
1024,mozilla,846
1610,minimum,30
2626,bump,48
56,slow,315
543,read,294
818,speed,80
1230,issu,219
3510,benchmark,37
24,invalid,526
210,default,684
685,submit,78
852,style,676
80,header,428
153,disabl,765
201,warn,954
237,miss,655
580,configur,228
2490,desktop,127
2583,surfac,84
5829,ddraw,3
5830,directdraw,5
5831,sdk,8
163,break,454
210,default,684
231,pref,284
345,initi,375
388,move,271
667,instruct,56
1024,mozilla,846
5650,omnijar,19
5832,grepref,2
5833,omni,7
6,charact,416
301,wrong,775
620,char,226
990,margin,103
2177,overlap,58
2582,cleartyp,19
5714,dwrite,13
523,right,461
5638,compart,219
85,version,391
272,requir,231
636,latest,112
855,central,188
1024,mozilla,846
1610,minimum,30
1680,nspr,57
2626,bump,48
3615,investig,132
5834,downstream,2
5835,gfxintsiz,3
5836,insertrow,2
523,right,461
1127,init,139
4397,jetpack,22
5638,compart,219
5837,jetpackchild,2
237,miss,655
698,start,444
5838,mozj,10
91,display,1017
3837,demo,94
5464,wire,5
5839,puls,3
24,invalid,526
28,correctli,381
437,element,1002
1169,background,479
1707,dynam,146
1979,reflow,172
2014,resiz,256
224,line,755
240,print,621
653,trigger,246
663,regress,687
976,horizont,95
977,scroll,616
1698,preview,338
1758,pixel,91
3210,dark,40
5755,redraw,28
17,object,935
47,plugin,831
148,data,557
385,certain,141
437,element,1002
1723,paint,210
1996,flash,419
3629,windowless,39
241,broken,1014
502,connect,213
709,extern,82
2118,theme,312
2207,monitor,45
2433,disconnect,37
2569,loss,31
3884,glass,70
3912,aero,123
320,encod,182
562,inherit,115
615,ascii,60
716,contact,72
1141,brows,292
2573,subfram,20
5573,superset,3
5840,multimedia,1
5841,tent,1
237,miss,655
250,prefer,344
597,implement,896
1277,enum,46
1706,context,462
1932,viewport,32
4647,webgl,319
806,avoid,198
2336,imagelib,33
5842,operator_ov,1
5843,operator_sourc,2
82,output,187
540,punctuat,10
541,unicod,110
549,byte,92
1038,decod,184
1107,letter,170
1218,parser,178
1921,suit,87
2344,buffer,194
2348,overrun,19
3042,surrog,17
5630,nsutf,4
5844,pair,15
5845,tounicod,2
188,valid,191
219,attribut,560
298,messag,1189
920,author,26
1655,overrid,82
5846,errormessag,1
5847,mozerrormessag,1
1024,mozilla,846
3662,xpcshell,139
5780,startupcach,19
5848,scach,8
5849,test_instal,2
5850,test_placestxn,3
5851,writetodisk,6
46,method,390
922,imag,1017
968,draw,173
1871,canva,289
4821,drawimag,21
5666,ietestcent,10
88,note,130
5354,intl,27
5852,bitrot,1
5853,unicharutil,2
72,date,164
564,expect,308
595,cach,470
626,potenti,85
663,regress,687
858,extens,397
1216,count,155
1566,intermitt,820
1653,deadlock,46
1911,ecma,34
2098,accessor,19
2265,destructur,35
2568,offset,139
4778,jsreftest,46
5854,lexic,4
180,appear,438
189,drop,493
341,input,469
608,specifi,125
1144,nativ,247
1432,border,342
1616,radiu,70
2684,round,64
2688,hover,203
153,disabl,765
325,consist,70
698,start,444
820,mode,560
1995,safe,123
2835,nsnativethem,4
11,incorrectli,289
184,field,495
224,line,755
266,view,613
341,input,469
751,render,559
1518,underlin,56
2067,spellcheck,58
49,time,749
82,output,187
624,command,270
665,cooki,199
766,second,205
1566,intermitt,820
403,insid,278
408,block,403
675,black,171
1169,background,479
1449,shadow,148
1840,highlight,211
422,memori,538
712,load,1006
922,imag,1017
1024,mozilla,846
2336,imagelib,33
5855,rasterimag,10
241,broken,1014
508,process,393
580,configur,228
946,reject,37
3431,python,53
91,display,1017
157,send,201
242,share,110
508,process,393
881,parent,223
2303,child,171
2583,surfac,84
3274,socket,33
121,reset,111
198,result,498
653,trigger,246
1871,canva,289
5856,doit,1
5857,getastext,3
5858,handledata,2
5859,nssjisprob,2
5860,nsxpcomdetector,1
63,type,981
216,paramet,213
345,initi,375
1798,const,329
2399,lvalu,8
2818,nsstring,20
4595,nsclipboard,11
5861,clang,82
174,notif,228
211,hide,147
2249,reach,31
3328,progress,100
49,time,749
227,close,934
326,panel,352
486,histori,515
496,clear,358
523,right,461
844,detail,44
897,recent,167
1823,dialog,641
3038,jump,88
4336,downward,9
163,break,454
349,enabl,840
409,download,448
719,selector,77
746,font,662
1185,face,79
1452,layout,453
2683,reftest,424
5436,sanit,29
5862,variat,3
549,byte,92
620,char,226
1067,upload,107
1798,const,329
2220,strlen,21
2546,nsifil,22
3480,unsign,393
5863,getasdataurl,1
5864,nsdomfileread,4
135,insert,152
139,tri,224
269,leak,750
926,frame,581
1049,tree,401
1698,preview,338
2408,timeout,161
4507,fennec,104
11,incorrectli,289
370,strang,92
620,char,226
746,font,662
751,render,559
1571,ital,29
3379,fallback,43
5865,interrobang,1
109,use,326
219,attribut,560
252,shouldn,341
382,path,232
437,element,1002
1073,probabl,71
1677,transform,193
5516,animatemot,6
5866,mpath,3
3,search,1187
15,javascript,468
63,type,981
1048,consol,416
1797,bool,61
5867,propertyt,10
1143,function,794
5527,glcontext,40
5709,vendor,6
5868,isati,1
5869,isintel,1
5870,isnvidia,1
149,delet,631
460,properti,691
466,ignor,243
797,activ,302
926,frame,581
5518,jsop_getelem,7
5871,arggett,1
5872,argsobj,5
131,site,406
241,broken,1014
1446,copi,304
2669,nightli,208
5873,newyork,1
5874,tynt,1
3909,assembl,47
5875,setrel,2
250,prefer,344
288,caus,1029
592,switch,402
611,tab,842
1723,paint,210
2014,resiz,256
3071,flicker,66
3623,nsiwidget,14
5118,opengl,66
37,statu,216
301,wrong,775
1532,item,553
1706,context,462
4838,titlebar,70
5876,manu,1
5877,titiebar,2
37,statu,216
174,notif,228
237,miss,655
1790,channel,84
3440,securityui,2
4507,fennec,104
5878,reiniti,2
5879,state_stop,2
2581,video,549
2724,layer,306
3106,acceler,138
3719,theora,35
3722,playback,73
5118,opengl,66
5423,webm,59
5880,devil,4
5881,possess,4
5882,twitchi,6
1566,intermitt,820
2879,nscacheservic,17
3662,xpcshell,139
116,quot,61
237,miss,655
441,useless,130
560,argument,301
1113,plain,131
2815,settimeout,43
3675,mochitest,522
5883,file_bug,5
253,appli,165
560,argument,301
1324,fast,86
5884,jsop_argu,3
135,insert,152
185,order,184
219,attribut,560
381,execut,232
640,script,656
683,fals,194
709,extern,82
1977,async,71
3,search,1187
184,field,495
228,return,673
340,enter,220
341,input,469
464,locat,446
1549,focus,178
5885,opend,1
349,enabl,840
698,start,444
775,startup,322
993,trunk,308
1294,hang,404
1533,built,80
1611,linux,547
1984,seamonkey,183
2090,minefield,122
3431,python,53
3878,distribut,18
5100,shredder,22
5886,freshli,3
5887,homemad,3
5888,loadcomplet,2
195,browser,1092
1566,intermitt,820
1771,chrome,584
2052,land,241
3675,mochitest,522
5889,brain,5
5890,transplant,8
344,doubl,215
592,switch,402
665,cooki,199
1700,beta,169
5891,swith,1
91,display,1017
751,render,559
1771,chrome,584
2090,minefield,122
3423,wors,14
3837,demo,94
4647,webgl,319
5797,angl,84
5809,aquarium,8
5892,worst,2
842,infinit,67
1349,loop,182
2187,increment,65
153,disabl,765
290,profil,295
466,ignor,243
520,guid,21
1382,optim,189
28,correctli,381
330,longer,398
388,move,271
437,element,1002
692,auto,142
998,event,997
1568,outsid,100
1702,mous,309
1852,drag,532
3492,captur,20
3663,jqueri,25
4064,draggabl,8
345,initi,375
5797,angl,84
5893,totalbyt,3
5894,tpoolalloc,2
47,plugin,831
163,break,454
1695,embed,118
2097,quicktim,36
2581,video,549
3106,acceler,138
5118,opengl,66
5895,quickdraw,5
1710,cairo,246
3647,upstream,10
469,refer,224
779,undefin,303
1024,mozilla,846
1080,debug,329
2892,libxul,90
4801,webglcontext,31
5527,glcontext,40
9,detect,176
779,undefin,303
1001,comput,77
3839,audio,180
5896,beat,4
5897,kraken,6
460,properti,691
750,filenam,63
3550,prop,21
3613,necko,26
4868,nsichannel,13
209,behavior,117
341,input,469
1046,textbox,110
1861,caret,153
2254,toolbar,755
78,document,871
140,valu,858
199,server,185
241,broken,1014
686,base,419
852,style,676
1128,root,174
1723,paint,210
1770,anim,353
1967,append,51
3643,fragment,53
3950,ultim,9
4087,smil,122
5898,lineargradi,3
49,time,749
131,site,406
712,load,1006
746,font,662
977,scroll,616
4032,green,23
5899,blurri,12
5900,smudgi,1
2669,nightli,208
23,format,149
25,list,758
305,convers,156
689,anymor,157
63,type,981
341,input,469
380,directori,201
405,sent,118
998,event,997
1100,store,114
47,plugin,831
185,order,184
405,sent,118
614,host,79
998,event,997
1054,get,278
1466,focu,467
1702,mous,309
2009,cocoa,89
2714,spuriou,20
4073,npapi,35
1566,intermitt,820
1755,getpar,19
2052,land,241
3895,jsobject,115
4179,crashtest,117
5889,brain,5
5890,transplant,8
508,process,393
1771,chrome,584
3678,dismiss,27
16,null,592
72,date,164
85,version,391
633,graphic,78
1608,driver,87
5684,gfxinfo,26
5746,card,52
2541,evalinsandbox,10
3895,jsobject,115
5595,nsxpconnect,17
5901,getprincip,2
5902,sandbox,40
292,oper,216
1683,nscontentutil,77
1750,cancalleraccess,4
3032,nspidomwindow,7
112,post,85
354,array,356
779,undefin,303
2052,land,241
3608,nodelist,16
5638,compart,219
5903,xraywrapp,19
337,slower,85
564,expect,308
580,configur,228
1227,hardwar,74
1942,scale,112
2724,layer,306
3106,acceler,138
3313,bilinear,11
5737,nearest,8
5738,neighbor,4
5758,jaegermonkey,9
47,plugin,831
407,blacklist,47
508,process,393
2086,java,158
301,wrong,775
922,imag,1017
1520,posit,459
14,creat,714
23,format,149
198,result,498
218,uniniti,129
1611,linux,547
1706,context,462
1972,initialis,19
4647,webgl,319
5118,opengl,66
5904,sorri,4
653,trigger,246
804,setter,99
4187,zombi,32
5905,watchpoint,14
5906,holder_get,4
224,line,755
345,initi,375
352,size,486
739,pad,91
1046,textbox,110
1861,caret,153
1988,height,252
2425,cursor,146
269,leak,750
2574,nstarray_bas,39
2576,textnod,9
3098,nsstringbuff,22
14,creat,714
78,document,871
241,broken,1014
635,bodi,147
689,anymor,157
697,handl,486
1321,wait,97
2052,land,241
2408,timeout,161
2753,constructor,105
5638,compart,219
5907,defaultview,1
5908,gac_scont,1
5909,mozmil,49
5910,xpath,20
5911,xpathevalu,4
187,properli,346
323,loos,21
926,frame,581
940,lose,104
1432,border,342
1466,focu,467
1759,repaint,99
2951,main,162
16,null,592
139,tri,224
248,check,780
276,instead,553
658,strictli,2
4459,hasinst,7
4597,enforc,7
5070,bail,15
5912,nsjscid,3
5913,other_wrapp,2
5914,stale,15
3480,unsign,393
3895,jsobject,115
4487,unwrap,20
126,incorrect,450
1496,signal,49
1515,exit,202
3659,termin,41
3664,nsiprocess,8
3828,univers,27
5915,test_nsiprocess,3
5916,unhandl,6
67,home,154
440,tag,204
466,ignor,243
852,style,676
2010,innerhtml,69
5917,snippet,23
56,slow,315
1324,fast,86
1471,compar,79
82,output,187
188,valid,191
567,constraint,24
1350,subject,56
2726,bar,38
44,auth,58
5179,negoti,8
5918,kerbero,9
483,state,378
797,activ,302
380,directori,201
746,font,662
1185,face,79
2163,googl,216
4849,sigfp,4
5919,libpangoft,2
5920,libpangooft,3
5921,finishinit,2
5922,xpccallcontext,10
689,anymor,157
1114,forward,177
1608,driver,87
3236,gestur,30
4310,touchpad,13
5923,elantech,4
859,interpret,55
2343,jscontext,81
3480,unsign,393
